,name,place,lat,lon,map
33216, Baripada, city,21.9349,86.7324,D:/MapsData/ Baripada.png
33217, Amla, town,21.924416,78.12517109999997,D:/MapsData/ Amla.png
33218, Amod, town,21.9907832,72.87062590000002,D:/MapsData/ Amod.png
33219, Kawardha, town,22.0059254,81.23320550000003,D:/MapsData/ Kawardha.png
33221, Jasdan, town,22.0399,71.2046,D:/MapsData/ Jasdan.png
33223, Karjan, town,22.0502625,73.12495799999998,D:/MapsData/ Karjan.png
33224, Chhindwara, city,22.0578244,78.9386203,D:/MapsData/ Chhindwara.png
33225, Bilaspur, city,22.0785627,82.14764749999998,D:/MapsData/ Bilaspur.png
33226, Seoni, city,22.0910049,79.5507791,D:/MapsData/ Seoni.png
33227, Baihar, town,22.1050116,80.54818540000002,D:/MapsData/ Baihar.png
33228, Sundargarh, town,22.1200669,84.03720940000002,D:/MapsData/ Sundargarh.png
33229, Rajgangpur, town,22.1911263,84.5867472,D:/MapsData/ Rajgangpur.png
33230, Jinnaurdeo, town,22.1950168,78.5946421,D:/MapsData/ Jinnaurdeo.png
33231, Barwala, town,22.1518623,71.8957058,D:/MapsData/ Barwala.png
33232, Barajamda, town,22.1639504,85.40779350000003,D:/MapsData/ Barajamda.png
33233, Botad, city,22.1686,71.6685,D:/MapsData/ Botad.png
33234, Diamond Harbour, town,22.1910091,88.19047409999997,D:/MapsData/ Diamond Harbour.png
33235, Gharghoda, town,22.1674127,83.3485457,D:/MapsData/ Gharghoda.png
33236, Khirkiya, town,22.1671863,76.8618051,D:/MapsData/ Khirkiya.png
33237, Maheshwar, town,22.177435,75.5873514,D:/MapsData/ Maheshwar.png
33238, Jamai, town,22.2049139,78.5505553,D:/MapsData/ Jamai.png
33239, Khambhaliya, town,22.2129642,69.6533407,D:/MapsData/ Khambhaliya.png
33240, Kalavad, town,22.214451,70.383362,D:/MapsData/ Kalavad.png
33241, Dharmapuri, town,22.1492635,75.3431477,D:/MapsData/ Dharmapuri.png
33242, Dwarka, town,22.2471009,68.9742446,D:/MapsData/ Dwarka.png
33243, Padra, town,22.2411191,73.0857027,D:/MapsData/ Padra.png
33244, Barwaha, town,22.2543216,76.037094,D:/MapsData/ Barwaha.png
33245, Bodeli, town,22.2749233,73.7165607,D:/MapsData/ Bodeli.png
33246, Khambhat, town,22.316626,72.62428840000003,D:/MapsData/ Khambhat.png
33247, Kharagpur, city,22.34309,87.3012875,D:/MapsData/ Kharagpur.png
33248, Baruipur, town,22.3654432,88.4325028,D:/MapsData/ Baruipur.png
33249, Ranpur, town,22.351524,71.71181109999998,D:/MapsData/ Ranpur.png
33250, Timarni, town,22.3671666,77.22182430000002,D:/MapsData/ Timarni.png
33251, Chotila, town,22.4243903,71.19923990000002,D:/MapsData/ Chotila.png
33252, Midnapore, city,22.4207025,87.3269963,D:/MapsData/ Midnapore.png
33253, Lawngtlai, town,22.5280255,92.8979519,D:/MapsData/ Lawngtlai.png
33254, Nainpur, town,22.4294316,80.1061605,D:/MapsData/ Nainpur.png
33255, Vasad, town,22.4516351,73.0671647,D:/MapsData/ Vasad.png
33256, Chakulia, town,22.4790578,86.71876590000002,D:/MapsData/ Chakulia.png
33257, Sayla, town,22.5494312,71.4820838,D:/MapsData/ Sayla.png
33258, Chaibasa, town,22.5487,85.8079,D:/MapsData/ Chaibasa.png
33259, Kolkata, city,22.5726723,88.36388149999998,D:/MapsData/ Kolkata.png
33260, Limbdi, town,22.5674,71.8062,D:/MapsData/ Limbdi.png
33261, Mandla, town,22.5986352,80.37135450000002,D:/MapsData/ Mandla.png
33262, Kalol, town,22.6103179,73.4617061,D:/MapsData/ Kalol.png
33263, Wankaner, town,22.6153934,70.9495617,D:/MapsData/ Wankaner.png
33264, Muli, town,22.6217,71.4527,D:/MapsData/ Muli.png
33265, Tankara, town,22.6562177,70.7486911,D:/MapsData/ Tankara.png
33266, Nasrullahganj, town,22.6830589,77.2682559,D:/MapsData/ Nasrullahganj.png
33267, Jodiya, town,22.6925104,70.30541020000001,D:/MapsData/ Jodiya.png
33268, Betma, town,22.6875139,75.6116714,D:/MapsData/ Betma.png
33269, Amarkantak, town,22.670465,81.7588417,D:/MapsData/ Amarkantak.png
33270, Sardarpur, town,22.6780194,74.9483709,D:/MapsData/ Sardarpur.png
33271, Chakradharpur, town,22.6727583,85.6201822,D:/MapsData/ Chakradharpur.png
33272, Basirhat, city,22.6611962,88.8660215,D:/MapsData/ Basirhat.png
33273, Nadiad, city,22.6895073,72.8715199,D:/MapsData/ Nadiad.png
33274, Soghagpur, town,22.6994891,78.19621109999999,D:/MapsData/ Soghagpur.png
33275, Wadhawan, town,22.710552,71.6784206,D:/MapsData/ Wadhawan.png
33276, Dholka, town,22.726607,72.4411863,D:/MapsData/ Dholka.png
33277, Indore, city,22.7203616,75.8681996,D:/MapsData/ Indore.png
33278, Kheda, town,22.7507759,72.6847314,D:/MapsData/ Kheda.png
33279, Sitapur, town,22.7785318,83.4950985,D:/MapsData/ Sitapur.png
33280, Bankheri, town,22.771310600000003,78.5341689,D:/MapsData/ Bankheri.png
33281, Pipariya, town,22.7623,78.3495,D:/MapsData/ Pipariya.png
33282, Mahudha, town,22.8201982,72.9386868,D:/MapsData/ Mahudha.png
33283, Morbi, city,22.8176662,70.8345928,D:/MapsData/ Morbi.png
33284, Bavla, town,22.8278859,72.36847409999999,D:/MapsData/ Bavla.png
33285, Dahod, town,22.8358542,74.2556782,D:/MapsData/ Dahod.png
33286, મુન્દ્રા, town,22.8373674,69.725409,D:/MapsData/ મુન્દ્રા.png
33287, Lakhtar, town,22.8553332,71.79169190000002,D:/MapsData/ Lakhtar.png
33288, Lunglei, town,22.8931695,92.7470391,D:/MapsData/ Lunglei.png
33289, Arambagh, town,22.876448,87.79095600000002,D:/MapsData/ Arambagh.png
33290, Kathlal, town,22.898564800000006,72.99085190000002,D:/MapsData/ Kathlal.png
33291, Kareli, town,22.9333855,79.06189549999998,D:/MapsData/ Kareli.png
33292, Balasinor, town,22.9561711,73.3370129,D:/MapsData/ Balasinor.png
33293, Petlawad, town,23.0101544,74.7977374,D:/MapsData/ Petlawad.png
33294, Baghicha, town,22.9773184,83.6532045,D:/MapsData/ Baghicha.png
33295, Dhrangadhra, town,22.9914292,71.4663753,D:/MapsData/ Dhrangadhra.png
33296, Ahmedabad, city,23.0216238,72.5797068,D:/MapsData/ Ahmedabad.png
33297, Kapadvanj, town,23.0232402,73.0727531,D:/MapsData/ Kapadvanj.png
33298, Halvad, town,23.0159728,71.17970279999999,D:/MapsData/ Halvad.png
33299, Badi, town,23.0333288,78.0755755,D:/MapsData/ Badi.png
33300, Sabroom, town,23.0024587,91.7307016,D:/MapsData/ Sabroom.png
33301, Khunti, town,23.0770961,85.2800459,D:/MapsData/ Khunti.png
33302, Pandua, town,23.0751399,88.2828926,D:/MapsData/ Pandua.png
33303, Anuppur, town,23.1184595,81.69920379999998,D:/MapsData/ Anuppur.png
33304, Maliya, town,23.0931749,70.7599456,D:/MapsData/ Maliya.png
33305, Lunavada, town,23.1291709,73.6109564,D:/MapsData/ Lunavada.png
33306, Indpur, town,23.1568159,86.9227264,D:/MapsData/ Indpur.png
33307, Jabalpur, city,23.1608938,79.9497702,D:/MapsData/ Jabalpur.png
33308, Bundu, town,23.1617225,85.5902229,D:/MapsData/ Bundu.png
33309, Ujjain, city,23.174597,75.78514229999998,D:/MapsData/ Ujjain.png
33310, Patdi, town,23.1909514,71.79599759999998,D:/MapsData/ Patdi.png
33311, Santrampur, town,23.1927742,73.8959255,D:/MapsData/ Santrampur.png
33312, Kushalgarh, town,23.1990144,74.4520656,D:/MapsData/ Kushalgarh.png
33313, Manendragarh, town,23.2167227,82.2035806,D:/MapsData/ Manendragarh.png
33314, Bayad, city,23.2198901,73.2147463,D:/MapsData/ Bayad.png
33315, Kalna, town,23.2193886,88.35748670000002,D:/MapsData/ Kalna.png
33316, Shantipur, city,23.2464,88.4437,D:/MapsData/ Shantipur.png
33317, Kalol, city,23.2452165,72.4966223,D:/MapsData/ Kalol.png
33318, Bhopal, city,23.2584857,77.401989,D:/MapsData/ Bhopal.png
33319, Thenzawl, town,23.2812844,92.7753405,D:/MapsData/ Thenzawl.png
33320, ભચાઉ (મ), town,23.2977,70.3459,D:/MapsData/ ભચાઉ (મ).png
33321, Silwani, town,23.3011771,78.4404437,D:/MapsData/ Silwani.png
33322, Chhatna, town,23.3115,86.9669,D:/MapsData/ Chhatna.png
33323, Malpur, town,23.3594332,73.4649753,D:/MapsData/ Malpur.png
33324, નખત્રાણા, town,23.3495267,69.26538509999999,D:/MapsData/ નખત્રાણા.png
33325, Nabadwip, city,23.4086684,88.36579909999998,D:/MapsData/ Nabadwip.png
33326, Muri, town,23.3779135,85.8652421,D:/MapsData/ Muri.png
33327, Krishnanagar, city,23.405848100000004,88.49589350000002,D:/MapsData/ Krishnanagar.png
33328, Gairatganj, town,23.4101246,78.2212624,D:/MapsData/ Gairatganj.png
33329, Shajapur, town,23.4240705,76.28386970000003,D:/MapsData/ Shajapur.png
33330, Bagidora, town,23.4033108,74.2662004,D:/MapsData/ Bagidora.png
33331, Mansa, town,23.425103,72.65830240000003,D:/MapsData/ Mansa.png
33332, Prantij, town,23.4372086,72.8518061,D:/MapsData/ Prantij.png
33333, Chapra, town,23.5203126,88.5498071,D:/MapsData/ Chapra.png
33334, Melaghar, town,23.4947164,91.3300645,D:/MapsData/ Melaghar.png
33335, Adra, town,23.4970875,86.6750811,D:/MapsData/ Adra.png
33336, Udaipur, town,23.5416162,91.4917593,D:/MapsData/ Udaipur.png
33337, Umaria, town,23.5246558,80.8361408,D:/MapsData/ Umaria.png
33338, Champhai, town,23.4787183,93.3198879,D:/MapsData/ Champhai.png
33339, Sarangpur, town,23.5702907,76.47221440000001,D:/MapsData/ Sarangpur.png
33340, રાપર (મ), town,23.570746,70.64504659999999,D:/MapsData/ રાપર (મ).png
33341, Mahesana, city,23.6015557,72.3867981,D:/MapsData/ Mahesana.png
33342, Ramgarh, town,23.6312846,85.5181117,D:/MapsData/ Ramgarh.png
33344, Katwa, town,23.6399348,88.12802380000002,D:/MapsData/ Katwa.png
33345, Debagram, town,23.6866654,88.3000784,D:/MapsData/ Debagram.png
33346, Burnpur, town,23.667122,86.9420671,D:/MapsData/ Burnpur.png
33347, Tehatta, town,23.7339034,88.53332940000001,D:/MapsData/ Tehatta.png
33348, Harij, town,23.6931596,71.9008666,D:/MapsData/ Harij.png
33349, Gyaraspur, town,23.6690334,78.1124604,D:/MapsData/ Gyaraspur.png
33350, Baliapur, town,23.719979100000003,86.5251377,D:/MapsData/ Baliapur.png
33351, Latehar, town,23.7435515,84.4994931,D:/MapsData/ Latehar.png
33352, Jharia, town,23.7414767,86.41899740000002,D:/MapsData/ Jharia.png
33353, Aizawl, city,23.7414092,92.7209297,D:/MapsData/ Aizawl.png
33354, Lengpui, town,23.8314147,92.6287719,D:/MapsData/ Lengpui.png
33355, Baghmara, town,23.799975600000003,86.2112571,D:/MapsData/ Baghmara.png
33356, Nirsa, town,23.7844468,86.7065745,D:/MapsData/ Nirsa.png
33357, Ramanujganj, town,23.8057375,83.7000683,D:/MapsData/ Ramanujganj.png
33358, Dungarpur, town,23.8538893,73.70871770000002,D:/MapsData/ Dungarpur.png
33359, Agartala, city,23.8312377,91.2823821,D:/MapsData/ Agartala.png
33360, Idar, town,23.841119100000004,73.0000307,D:/MapsData/ Idar.png
33361, Basoda, town,23.8480899,77.94147099999998,D:/MapsData/ Basoda.png
33362, Barkagaon, town,23.8535472,85.21641240000002,D:/MapsData/ Barkagaon.png
33363, Gomoh, town,23.8723784,86.15848199999998,D:/MapsData/ Gomoh.png
33364, Ambasa, town,23.9211336,91.8499806,D:/MapsData/ Ambasa.png
33365, Biaora, town,23.9167592,76.91063890000002,D:/MapsData/ Biaora.png
33366, Beldanga, town,23.9378,88.2449,D:/MapsData/ Beldanga.png
33367, Sainthia, town,23.9496876,87.6829354,D:/MapsData/ Sainthia.png
33368, Jamtara, town,23.9632164,86.8024922,D:/MapsData/ Jamtara.png
33369, Kherwara, town,23.9853145,73.59454029999998,D:/MapsData/ Kherwara.png
33370, Karimpur, town,23.9816034,88.6296098,D:/MapsData/ Karimpur.png
33371, Rajgarh, town,24.0051159,76.733677,D:/MapsData/ Rajgarh.png
33372, Bhabhar, town,24.070147100000003,71.5976062,D:/MapsData/ Bhabhar.png
33373, Medininagar, town,24.0383082,84.0723287,D:/MapsData/ Medininagar.png
33374, Panki, town,24.0377324,84.4765431,D:/MapsData/ Panki.png
33375, Khedbrahma, town,24.0310797,73.0484074,D:/MapsData/ Khedbrahma.png
33378, Mandsaur, city,24.0682898,75.07423879999997,D:/MapsData/ Mandsaur.png
33379, Berhampore, city,24.1048367,88.251042,D:/MapsData/ Berhampore.png
33380, Kurwai, town,24.118538600000004,78.0408203,D:/MapsData/ Kurwai.png
33381, Domkal, town,24.1209008,88.5499213,D:/MapsData/ Domkal.png
33382, Salumbar, town,24.1390484,74.04618559999999,D:/MapsData/ Salumbar.png
33383, Palanpur, city,24.1709794,72.4366375,D:/MapsData/ Palanpur.png
33384, Giridih, city,24.1914224,86.3005694,D:/MapsData/ Giridih.png
33385, Murshidabad, town,24.1745993,88.2721335,D:/MapsData/ Murshidabad.png
33386, Kailashahar, town,24.3194297,91.9984289,D:/MapsData/ Kailashahar.png
33387, Jiaganj, town,24.2370208,88.2672378,D:/MapsData/ Jiaganj.png
33388, Sagardighi, town,24.2899135,88.0922003,D:/MapsData/ Sagardighi.png
33389, Dumka, town,24.2696496,87.24977120000001,D:/MapsData/ Dumka.png
33390, Madhupur, town,24.2648718,86.64555379999999,D:/MapsData/ Madhupur.png
33391, Deesa, city,24.2594977,72.1803348,D:/MapsData/ Deesa.png
33392, Bhagwangola, town,24.3334648,88.30705090000002,D:/MapsData/ Bhagwangola.png
33393, Uchahera, town,24.3810731,80.7832544,D:/MapsData/ Uchahera.png
33394, Aron, town,24.3813938,77.41680079999998,D:/MapsData/ Aron.png
33395, Chhoti Sadri, town,24.382951100000003,74.7013558,D:/MapsData/ Chhoti Sadri.png
33396, Tharad, town,24.3897272,71.62926850000002,D:/MapsData/ Tharad.png
33397, Katlicherra, town,24.469067000000006,92.55819809999998,D:/MapsData/ Katlicherra.png
33398, Aklera, town,24.4150218,76.56630559999998,D:/MapsData/ Aklera.png
33399, Raghunathganj, town,24.4615088,88.0665362,D:/MapsData/ Raghunathganj.png
33400, Bari Sadri, town,24.4155188,74.47510129999998,D:/MapsData/ Bari Sadri.png
33401, Jhumri Tilaiya, town,24.4330291,85.5216823,D:/MapsData/ Jhumri Tilaiya.png
33402, Murarai, town,24.4394555,87.8613809,D:/MapsData/ Murarai.png
33403, Deoghar, city,24.4904945,86.6977106,D:/MapsData/ Deoghar.png
33404, Abu Road, town,24.4828256,72.7820384,D:/MapsData/ Abu Road.png
33405, Dobhi, town,24.5332368,84.90534749999998,D:/MapsData/ Dobhi.png
33406, Rewa, city,24.5359,81.2934,D:/MapsData/ Rewa.png
33407, Doongla, town,24.5071182,74.328998,D:/MapsData/ Doongla.png
33408, Sherghati, town,24.5684657,84.8016642,D:/MapsData/ Sherghati.png
33409, Satna, town,24.5751308,80.8325721,D:/MapsData/ Satna.png
33410, Ashoknagar, town,24.576189000000007,77.7302895,D:/MapsData/ Ashoknagar.png
33411, Jhalawar, town,24.5931704,76.16645279999999,D:/MapsData/ Jhalawar.png
33412, Thoubal, town,24.6386954,93.996871,D:/MapsData/ Thoubal.png
33413, Bishnupur, town,24.6267287,93.7600454,D:/MapsData/ Bishnupur.png
33414, Ramganj Mandi, town,24.6453169,75.94304090000001,D:/MapsData/ Ramganj Mandi.png
33415, Chhabra, town,24.6678669,76.8480949,D:/MapsData/ Chhabra.png
33416, Hailakandi, town,24.684747100000006,92.5643865,D:/MapsData/ Hailakandi.png
33417, Farakka, town,24.7868983,87.9099061,D:/MapsData/ Farakka.png
33418, Tikamgarh, town,24.7433074,78.8319675,D:/MapsData/ Tikamgarh.png
33419, Jhajha, town,24.7697902,86.37756309999997,D:/MapsData/ Jhajha.png
33420, Sanchore, town,24.7533864,71.77200959999998,D:/MapsData/ Sanchore.png
33421, Vallabhnagar, town,24.673304100000006,74.0023613,D:/MapsData/ Vallabhnagar.png
33422, Pindwara, town,24.7926,73.0469,D:/MapsData/ Pindwara.png
33423, Gaya, city,24.7964355,85.0079563,D:/MapsData/ Gaya.png
33424, Wazirganj, town,24.8005234,85.23807459999998,D:/MapsData/ Wazirganj.png
33425, Lakhipur, town,24.7922505,93.0095131,D:/MapsData/ Lakhipur.png
33426, Rafiganj, town,24.8186239,84.6333022,D:/MapsData/ Rafiganj.png
33427, Karimganj, town,24.8647214,92.3681114,D:/MapsData/ Karimganj.png
33428, Kaliachak, town,24.8626213,88.0186202,D:/MapsData/ Kaliachak.png
33429, Barharwa, town,24.8572104,87.77360279999998,D:/MapsData/ Barharwa.png
33430, Nawada, town,24.893152,85.5451599,D:/MapsData/ Nawada.png
33431, Sirohi, town,24.8858,72.8589,D:/MapsData/ Sirohi.png
33433, Banka, town,24.8810826,86.9197693,D:/MapsData/ Banka.png
33434, Majhagawan, town,24.9179651,80.8071061,D:/MapsData/ Majhagawan.png
33435, Dehri, city,24.90776,84.1901412,D:/MapsData/ Dehri.png
33436, Chhatarpur, town,24.9157174,79.5853488,D:/MapsData/ Chhatarpur.png
33437, Chittorgarh, city,24.8837157,74.6244155,D:/MapsData/ Chittorgarh.png
33438, Jamui, town,24.9275595,86.2254945,D:/MapsData/ Jamui.png
33439, Nathdwara, town,24.930345300000006,73.82249370000002,D:/MapsData/ Nathdwara.png
33440, Chitalwana, town,24.9084204,71.660289,D:/MapsData/ Chitalwana.png
33441, Kapasan, town,24.8877449,74.3123201,D:/MapsData/ Kapasan.png
33442, Sasaram, city,24.9509656,84.0148733,D:/MapsData/ Sasaram.png
33443, Singoli, town,24.9682,75.2916,D:/MapsData/ Singoli.png
33444, Koraon, town,24.9978827,82.07183420000001,D:/MapsData/ Koraon.png
33445, Bhinmal, town,25.007105300000006,72.26530770000002,D:/MapsData/ Bhinmal.png
33446, Maharajpur, town,25.0169621,79.7265182,D:/MapsData/ Maharajpur.png
33447, Malda, city,25.0057449,88.1398483,D:/MapsData/ Malda.png
33448, Ahraura, town,25.0159366,83.0329811,D:/MapsData/ Ahraura.png
33449, Rajgir, town,25.0299973,85.4207368,D:/MapsData/ Rajgir.png
33450, Mahagama, town,25.0334885,87.31865429999998,D:/MapsData/ Mahagama.png
33451, Giriak, town,25.0272676,85.5246175,D:/MapsData/ Giriak.png
33452, Amarpur, town,25.0399854,86.90283840000002,D:/MapsData/ Amarpur.png
33453, Bhabua, town,25.0420354,83.6087865,D:/MapsData/ Bhabua.png
33454, Kudra, town,25.046606,83.7920943,D:/MapsData/ Kudra.png
33455, Warisaliganj, town,25.0167067,85.63988570000002,D:/MapsData/ Warisaliganj.png
33456, Chakia, town,25.0483283,83.2195469,D:/MapsData/ Chakia.png
33457, Manikpur Sarhat, town,25.0651315,81.09969240000002,D:/MapsData/ Manikpur Sarhat.png
33459, Kishanganj, town,25.1069614,76.6369912,D:/MapsData/ Kishanganj.png
33460, Islampur, town,25.141775,85.2064677,D:/MapsData/ Islampur.png
33461, Chunar, town,25.1281931,82.8835399,D:/MapsData/ Chunar.png
33462, Lauri, town,25.1409432,80.0057406,D:/MapsData/ Lauri.png
33464, Haflong, town,25.1691392,93.0153889,D:/MapsData/ Haflong.png
33465, Bijolia, town,25.162885,75.3237803,D:/MapsData/ Bijolia.png
33466, Mohania, town,25.1676579,83.621622,D:/MapsData/ Mohania.png
33467, Mahur, town,25.1795322,93.1162535,D:/MapsData/ Mahur.png
33468, Ratua, town,25.204455600000006,87.9285908,D:/MapsData/ Ratua.png
33469, Shankargarh, town,25.1854744,81.616271,D:/MapsData/ Shankargarh.png
33470, Baghmara, town,25.1927615,90.6459328,D:/MapsData/ Baghmara.png
33471, Sadri, town,25.1866458,73.4527029,D:/MapsData/ Sadri.png
33472, Gudha Milani, town,25.1893,71.7218,D:/MapsData/ Gudha Milani.png
33473, Lakhisarai, town,25.176771,86.0931767,D:/MapsData/ Lakhisarai.png
33474, Bali, town,25.1895706,73.2905263,D:/MapsData/ Bali.png
33475, Bihar Sharif, city,25.193859,85.52086170000003,D:/MapsData/ Bihar Sharif.png
33476, Kota, city,25.1737019,75.8574194,D:/MapsData/ Kota.png
33477, Dhorimanna, town,25.2039581,71.4385071,D:/MapsData/ Dhorimanna.png
33478, Chitrakoot Dham, town,25.2158257,80.91640009999998,D:/MapsData/ Chitrakoot Dham.png
33479, Jehanabad, city,25.2113384,84.98737009999998,D:/MapsData/ Jehanabad.png
33480, Chitrakoot, town,25.1743883,80.8691307,D:/MapsData/ Chitrakoot.png
33481, Bikramganj, town,25.2219788,84.26531390000002,D:/MapsData/ Bikramganj.png
33482, Ekangar Sarai, town,25.2220539,85.2298038,D:/MapsData/ Ekangar Sarai.png
33483, Babina, town,25.2393732,78.4698691,D:/MapsData/ Babina.png
33484, Balurghat, city,25.2234352,88.7780654,D:/MapsData/ Balurghat.png
33486, Bhagalpur, city,25.2494829,86.98281309999999,D:/MapsData/ Bhagalpur.png
33487, Cherrapunji, town,25.2837969,91.7193603,D:/MapsData/ Cherrapunji.png
33488, Desuri, town,25.2787,73.5674,D:/MapsData/ Desuri.png
33489, Barhiya, town,25.2861994,86.02012579999997,D:/MapsData/ Barhiya.png
33490, Atarra Buzurg, town,25.2884104,80.5746861,D:/MapsData/ Atarra Buzurg.png
33491, Mahoba, town,25.2886851,79.8792071,D:/MapsData/ Mahoba.png
33492, Nursarai, town,25.2710548,85.45787659999998,D:/MapsData/ Nursarai.png
33493, Maibong, town,25.3021275,93.1332922,D:/MapsData/ Maibong.png
33494, Keshoraipatan, town,25.2915232,75.9399658,D:/MapsData/ Keshoraipatan.png
33495, Jalore, town,25.347600600000003,72.6260916,D:/MapsData/ Jalore.png
33496, Bhilwara, city,25.348000000000003,74.63600000000001,D:/MapsData/ Bhilwara.png
33497, Khliehriat, town,25.3587124,92.3669702,D:/MapsData/ Khliehriat.png
33498, Ahore, town,25.3682474,72.7809896,D:/MapsData/ Ahore.png
33499, Rajapur, town,25.3863662,81.14941809999998,D:/MapsData/ Rajapur.png
33500, Kabrai, town,25.4015677,80.0035135,D:/MapsData/ Kabrai.png
33501, Mokama, town,25.3958052,85.92206440000002,D:/MapsData/ Mokama.png
33502, Balia, town,25.4234048,86.313751,D:/MapsData/ Balia.png
33503, Garahni, town,25.4068456,84.55581670000002,D:/MapsData/ Garahni.png
33504, Begusarai, city,25.4138614,86.1348858,D:/MapsData/ Begusarai.png
33505, Kumarganj, town,25.4251628,88.73178670000001,D:/MapsData/ Kumarganj.png
33506, Jowai, town,25.441116,92.1955478,D:/MapsData/ Jowai.png
33507, Prayagraj, city,25.4381302,81.8338005,D:/MapsData/ Prayagraj.png
33508, Bakhtiyarpur, town,25.4586233,85.5369022,D:/MapsData/ Bakhtiyarpur.png
33509, Jagdispur, town,25.4668347,84.4179931,D:/MapsData/ Jagdispur.png
33510, Suriyawan, town,25.4641655,82.41812370000002,D:/MapsData/ Suriyawan.png
33511, Langting, town,25.4972313,93.1136328,D:/MapsData/ Langting.png
33512, Barh, town,25.4711351,85.70606679999999,D:/MapsData/ Barh.png
33513, Manjhanpur, town,25.5306196,81.3749382,D:/MapsData/ Manjhanpur.png
33514, Baberu, town,25.5469357,80.70129990000002,D:/MapsData/ Baberu.png
33515, Arrah, city,25.5602783,84.66123979999998,D:/MapsData/ Arrah.png
33516, Chirgaon, town,25.5735429,78.8126634,D:/MapsData/ Chirgaon.png
33517, Buxar, city,25.5716195,83.97295679999998,D:/MapsData/ Buxar.png
33518, Shillong, city,25.576044600000003,91.8825282,D:/MapsData/ Shillong.png
33519, Garautha, town,25.5721945,79.2982142,D:/MapsData/ Garautha.png
33520, Gursarai, town,25.6154461,79.1828015,D:/MapsData/ Gursarai.png
33521, Meluri, town,25.6844515,94.6284816,D:/MapsData/ Meluri.png
33522, Phek, town,25.7098345,94.4633429,D:/MapsData/ Phek.png
33523, Maner, town,25.6466488,84.87633879999998,D:/MapsData/ Maner.png
33524, Bakhri, town,25.6001555,86.2558659,D:/MapsData/ Bakhri.png
33525, Mungra Badshahpur, town,25.6579111,82.1902983,D:/MapsData/ Mungra Badshahpur.png
33526, Lakheri, town,25.6730413,76.19224229999998,D:/MapsData/ Lakheri.png
33527, Moth, town,25.7294,78.9508,D:/MapsData/ Moth.png
33528, Marwar, town,25.7259059,73.60973359999998,D:/MapsData/ Marwar.png
33529, Barmer, city,25.745304,71.3998217,D:/MapsData/ Barmer.png
33530, Bhim, town,25.7384145,74.079374,D:/MapsData/ Bhim.png
